product_name,brands,categories,energy_kj,saturated_fat_g,sugars_g,salt_g,proteins_g,fiber_g,fruit_veg_pct,nutri_score_value,nutri_score_label,green_score_value,ecoscore_grade,url,wsm_score,wsm_class
Lutti guimauve chocolat,Lutti,"Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Candies, Marshmallows, en:marshmallows-coated-with-chocolate",1628.0,6.1,61.0,0.1,5.2,0.0,0.0,25,E,73,B,https://world.openfoodfacts.org/product/3116740033899,50.556,E
Schtroumpfs,Haribo,"Snacks, Sweet snacks, Confectioneries, Candies, Gummi candies",1411.0,0.1,43.0,0.03,6.6,0.0,1.059344952,16,D,74,B,https://world.openfoodfacts.org/product/3103220045640,60.556,D
БОНБОНИ МЕРСИ,"Merci,Storck","Botanas,Snacks dulces,Cacao y sus productos,Dulces,Dulces de chocolate,Bombones,Chocolates,Golosinas,Chocolate relleno,Surtido de chocolates",2346.0,20.0,48.0,0.18,7.8,0.0,0.0,30,E,41,D,https://world.openfoodfacts.org/product/4014400900217,36.111,E
300G DRAGÖLO HARIBO,Haribo,"Snacks, Sweet snacks, Confectioneries, Candies, en:gummi-candies",1526.0,0.1,54.0,0.06,3.2,0.0,0.079443199,19,E,74,B,https://world.openfoodfacts.org/product/3103220022696,56.111,D
Starmix,HARIBO,"Snacks,Sweet snacks,Confectioneries,Candies,Gummi candies",1360.0,0.0,50.0,0.0,7.5,0.0,0.703125,18,D,76,A,https://world.openfoodfacts.org/product/5012035927592,64.444,C
250G BUBBLIZZ LUTTI,Lutti,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés, Bonbons acidulés gélifiés",1418.0,0.0,66.0,0.295,5.2,0.0,0.0,20,E,74,B,https://world.openfoodfacts.org/product/3116740033875,56.111,D
Bonbons Tic Tac x110 pastilles MENTHE - 54g,"Ferrero,Mixte,TIC TAC","Snacks,Snacks sucrés,Confiseries,Bonbons",1685.0,0.5,94.5,0.028,0.1,0.0,0.0,20,E,42,D,https://world.openfoodfacts.org/product/8000500166697,43.889,E
TIC TAC Fresh Mint,tictac,"Snacks,Condiments,Snacks sucrés,Confiseries,Bonbons",1685.0,0.5,94.5,0.028,0.1,0.0,0.0,20,E,51,C,https://world.openfoodfacts.org/product/80052043,48.889,E
50G RICOLA MENTHOL,Ricola,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons durs,Bonbons sans sucre",983.0,0.0,0.0,0.0,0.0,0.0,0.0,2,B,67,B,https://world.openfoodfacts.org/product/7610700015407,73.889,B
Bonbons à l'eucalyptus,"AmanieNord Fresh, Lidl","Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Candies",1632.0,0.0,71.5,0.001,0.0,0.0,0.0,19,E,42,D,https://world.openfoodfacts.org/product/40879260,45.0,E
Werthers Original Drops Sukkerfri 42g,"Conaxess trade norway, Storck","Snacks, Snacks sucrés, Confiseries, Bonbons, Caramels, Bonbons durs",1203.0,5.7,0.5,1.2,0.2,0.0,0.0,13,D,80,A,https://world.openfoodfacts.org/product/4014400907902,66.667,C
Natural Original Liquorice 4 Bars,Panda,"Snacks, Sweet snacks, Confectioneries, Candies, Liquorice candies, Liquorice",1392.0,0.0,4.0,0.56,3.8,0.0,0.0,6,C,51,C,https://world.openfoodfacts.org/product/0075172079123,64.444,C
Orange Menthe,Ricola,"Snacks,Snacks sucrés,Confiseries,Bonbons,Bonbons sans sucre",989.0,0.0,0.0,0.03,0.0,0.0,12.14958333,2,B,65,B,https://world.openfoodfacts.org/product/7610700922361,73.889,B
Schweizer Kräuterbonbon,Ricola,"Snacks, Sweet snacks, Confectioneries, Candies",1670.0,0.0,76.0,0.0,0.0,0.0,2.5,19,E,44,D,https://world.openfoodfacts.org/product/7610700600054,45.0,E
Haribo pik,Haribo,"Snacks, Sweet snacks, Confectioneries, Candies, Gummi candies, en:acid-gummy-candies",1473.0,0.1,50.7,0.166,6.0,0.0,0.06266276,18,D,74,B,https://world.openfoodfacts.org/product/3103220035771,58.333,D
200G STARMINT HARIBO,Haribo,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies,Bonbons,Candies,Snacks-sucres",1594.0,0.1,83.0,0.01,0.5,0.0,0.0,19,E,47,C,https://world.openfoodfacts.org/product/3103220006603,50.0,E
Lutti best fizz tubo 550g,Lutti,"snacks, snacks-sucrés, cacao-et-dérivés, confiseries, confiseries-chocolatées, bonbons-de-chocolat, bonbons, bonbons-gélifiés, bonbons-acidulés-gélifiés, en:bonbons-acidulés-gélifiés, en:bonbons-gélifiés, fr:confiseries, en:snacks-sucrés",1468.0,0.1,65.3,0.17,4.6,0.0,0.014085036,19,E,62,B,https://world.openfoodfacts.org/product/3116740029809,56.111,D
Lindor Lait,"Lindt, Lindt & Sprüngli","Snacks, Sweet snacks, Cocoa and its products, Confectioneries, Chocolate candies, Bonbons, Candies, Milk chocolate candies",2587.0,34.0,42.0,0.17,5.0,0.0,0.0,29,E,42,D,https://world.openfoodfacts.org/product/8003340091303,36.111,E
38G SKITTLES SACHET,Mars norge as,"Snacks, Snacks sucrés, Confiseries, Surgelés, Bonbons, Bonbons dragéifiés",1661.0,2.3,74.0,0.02,0.0,0.0,0.0,21,E,32,D,https://world.openfoodfacts.org/product/5000159376655,42.778,E
Rotella,Haribo,"Plant-based foods and beverages, Plant-based foods, Snacks, Sweet snacks, Confectioneries, Pastas, Candies, it:Rotelle",1267.0,0.2,38.0,1.8,3.7,0.0,0.0,22,E,47,C,https://world.openfoodfacts.org/product/3103220009635,47.778,E
50G RICOLA CASSIS,Ricola,"Snacks, Snacks sucrés, Confiseries, Surgelés, Bonbons",989.0,0.0,0.0,0.0,0.0,0.0,0.3,2,B,55,C,https://world.openfoodfacts.org/product/7610700015483,68.889,C
Bonbons aux plantes,Ricola,"Snacks, Snacks sucrés, Confiseries, Bonbons",994.0,0.0,0.0,0.03,0.0,0.0,6.688636364,2,B,55,C,https://world.openfoodfacts.org/product/7610700009888,68.889,C
Mao Croqui,Haribo,"Snacks, Snacks sucrés, Confiseries, Bonbons",1710.0,0.625,17.5,0.0125,0.9,0.0,0.057258606,10,C,47,C,https://world.openfoodfacts.org/product/3103220006658,60.0,D
Haribo dragolo,Haribo,"Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés",1494.0,0.1,52.0,0.06,3.0,0.0,0.094495139,19,E,73,B,https://world.openfoodfacts.org/product/3103220048665,56.111,D
300G POLKA HARIBO,Haribo,"Snacks,Sweet snacks,Confectioneries,Candies,Gummi candies,fr:Sucrerie bonbons",1423.0,0.6,49.0,0.67,4.5,0.0,0.008711448,21,E,64,B,https://world.openfoodfacts.org/product/3103220045633,53.889,E
Bonbons Ricola aux Plantes,Ricola,"Snacks, Snacks sucrés, Confiseries, Bonbons",1004.0,0.0,0.0,0.0,0.0,0.0,0.0,2,B,47,C,https://world.openfoodfacts.org/product/7610700601624,68.889,C
Citron Mélisse,Ricola,"Snacks,Snacks sucrés,Confiseries,Surgelés,Bonbons,Bonbons sans sucre",991.0,0.0,0.0,0.0,0.0,0.0,0.15,2,B,65,B,https://world.openfoodfacts.org/product/7610700015582,73.889,B
Panda Liquorice,panda,"Plant-based foods and beverages, Snacks, Dairy substitutes, Desserts, Sweet snacks, Confectioneries, Non-dairy desserts, it:Liquirizia, en:liquorice-candies",1369.0,0.0,49.0,0.56,3.8,0.0,0.0,20,E,58,C,https://world.openfoodfacts.org/product/0075172079246,50.0,E
Arlequin Original,Lutti,"snacks, sweet-snacks, cocoa-and-its-products, confectioneries, chocolate-candies, bonbons, candies, fr:confiseries, snacks-sucrés",1634.0,0.0,58.0,0.01,0.0,0.0,0.0,19,E,47,C,https://world.openfoodfacts.org/product/3116740017332,50.0,E
Mentos mint,Mentos,en:candies,1653.0,1.9,69.0,0.1,0.0,0.0,0.0,20,E,42,D,https://world.openfoodfacts.org/product/87108019,43.889,E
Gom's,"Gom's, La pie qui chante","Snacks, Snacks sucrés, Confiseries, Bonbons, Bonbons gélifiés",1424.0,0.0,43.0,0.19,7.8,0.0,0.0,16,D,74,B,https://world.openfoodfacts.org/product/3664346303149,61.667,C
Goldbären,Haribo,"Grickalice,Slatki zalogaji,Konditorski proizvodi,Bomboni,Voćni gumeni bomboni,Kiseli gumeni bomboni,Gumeni medvjedići",1459.0,0.1,46.0,0.07,6.9,0.0,6.20721664,17,D,69,B,https://world.openfoodfacts.org/product/9002975301558,59.444,D
Carré Frais,Elle & Vire,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages à la crème,en:fromages-à-la-crème,en:produits-fermentés,en:produits-laitiers-fermentés",356.0,0.2,2.9,1.2775,16.0,0.0,0.0,1,B,55,C,https://world.openfoodfacts.org/product/3480341000674,70.0,B
Carré frais 0 pourcent ail et fines herbes,Elle & Vire,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Produits à tartiner, Fromages, Produits à tartiner salés, Fromages pasteurisés, Fromages à tartiner, Fromages à la crème, en:Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured",352.0,0.0,2.8,0.0033,16.0,0.0,0.00495,-5,A,50,C,https://world.openfoodfacts.org/product/3480341000704,76.667,B
Yorkshire Cottage Cheese Natural,Longley Farm,"Dairies, Fermented foods, Desserts, Fermented milk products, Cheeses, Dairy desserts, Fermented dairy desserts, Plain fermented dairy desserts, Fresh cheeses, Cottage cheeses, Plain cottage cheeses",435.0,4.3,2.1,0.787,10.3,0.0,0.0,4,C,42,D,https://world.openfoodfacts.org/product/5010578008020,61.667,C
faisselle,RIANS,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Fromages à pâte fraîche, Fromages à la crème, Faisselles",318.0,2.9,4.5,0.1,4.3,0.0,0.0,2,B,50,C,https://world.openfoodfacts.org/product/3184670001080,68.889,C
Bresaola delle alpi,"Negroni, Veronesi","Prodotti a base di carne, en:Beef and its products, Carni, Manzo, Preparazioni a base di carne, Preparazioni a base di manzo, Carni essiccate, Prodotti a base di carne italiani, Bresaola",661.0,0.5,0.5,3.9,35.0,0.0,1.95,20,E,18,E,https://world.openfoodfacts.org/product/8028257014993,46.667,E
Egeturk Kipsalami,EGETÜRK,"Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Poulet et dérivés, Volailles, Dinde et dérivés, Poulets, Dindes",1044.0,9.7,1.0,2.2,12.9,0.0,0.0,22,E,22,E,https://world.openfoodfacts.org/product/4017979013005,42.222,E
Bresaola della valtellina IGP,bonneterre,"viandes-et-dérivés, viande-de-bœuf-et-dérivés, viandes, charcuteries, bœuf, préparations-de-viande, préparations-de-viande-bovine, viandes-séchées, bresaola, it:bresaola-della-valtellina",645.0,0.8,0.1,4.375,34.0,0.0,0.0,21,E,18,E,https://world.openfoodfacts.org/product/3396410041311,45.556,E
4 brochettes de bœuf + 4 brochettes de porc,Jean Rozé,"Viandes et dérivés, Viande de bœuf et dérivés, Viandes, Bœuf, Porc et dérivés, Préparations de viande, Porc, Brochettes, Brochettes de viande, Brochettes de bœuf, Brochettes de porc",464.0,1.8,0.5,0.1,0.5,0.0,0.0,2,B,21,E,https://world.openfoodfacts.org/product/0210353051363,58.889,D
Premium Fruit & Nut Muesli,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Fruits et produits dérivés,Céréales pour petit-déjeuner,Fruits,Céréales aux fruits,Mueslis,Mueslis aux fruits",1648.0,4.6,24.6,0.0375,8.8,6.4,44.5,10,C,62,B,https://world.openfoodfacts.org/product/20060831,68.333,C
Bio Knusper Müsli Früchte,"Crownfield,Lidl","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Fruits et produits dérivés,Céréales pour petit-déjeuner,Fruits,Céréales aux fruits,Mueslis,Fruits rouges,Mueslis croustillants,Mueslis aux fruits,Mueslis croustillants aux fruits",1845.0,4.1,15.8,0.1975,9.7,8.3,5.258333333,8,C,78,A,https://world.openfoodfacts.org/product/4056489296805,76.667,B
Compote Pomme Nature,Andros,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Fruits, Pommes, Compotes, Compotes de pomme, Compotes pommes nature",230.0,0.0,12.0,0.0,0.3,1.9,100.0,-2,A,87,A,https://world.openfoodfacts.org/product/3608580789758,83.333,A
Datteln,"Alesto, LIDL","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Getrocknete Produkte, Fruchtbasierte Lebensmittel, Getrocknete Produkte auf pflanzlicher Basis, Früchte, Dörrobst, Datteln, Deglet Nour Datteln, Entkernte Datteln",1243.0,0.1,60.0,0.03,2.1,7.4,66.66666667,12,D,54,C,https://world.openfoodfacts.org/product/20534479,57.778,D
Ananas. Stücke,"Freshona, Kirkland, Lidl Freshona, Freshona - Lidl","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Canned plant-based foods,Fruits based foods,Fruits,Canned fruits,Tropical fruits,Pineapple,Canned fruits in juice,Canned pineapples,Pineapple in juice",238.0,0.0,13.0,0.01,0.5,1.0,100.0,-2,A,85,A,https://world.openfoodfacts.org/product/4056489100553,83.333,A
Emotion,"Carrefour, Carrefour Sensation Carrefour","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Fruits, Confitures, Fruits rouges, Confitures de fruits rouges, Fraises, Confitures de fraises",708.0,0.0,40.0,0.0,0.0,1.4,75.0,11,D,71,B,https://world.openfoodfacts.org/product/3560071270315,63.889,C
Pomme,Carrefour,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Desserts,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Fruits,Pommes,Compotes,Compotes de pomme,Compotes pommes nature,Compote de fruits allégée en sucres",225.0,0.0,11.0,0.04,0.0,1.7,99.9,-2,A,81,A,https://world.openfoodfacts.org/product/3245414620131,83.333,A
Sift Figs,"Alesto, LIDL","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Dried products, Fruits based foods, Dried plant-based foods, Fruits, Dried fruits, Dried figs, Figs",1042.0,0.0,48.6,0.2,3.3,6.9,66.66666667,11,D,79,A,https://world.openfoodfacts.org/product/20534462,70.0,B
Fraise,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Fruits, Confitures, Fruits rouges, Confitures de fruits rouges, Fraises, Confitures de fraises, Surgelés",694.0,0.0,39.0,0.03,0.0,0.6,63.875,11,D,73,B,https://world.openfoodfacts.org/product/3560071501570,63.889,C
Canneberges sucrées séchées,Alesto,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Snacks, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits rouges, Fruits secs, Canneberges, Canneberges séchées",1395.0,0.1,71.3,0.02,0.4,5.5,66.0,14,D,29,E,https://world.openfoodfacts.org/product/4056489167037,45.556,E
Olives vertes dénoyautées,Tramier,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Pickles, Fruits, Produits de l'olivier, Pickles d'origine végétale, Olives, Olives vertes, Olives dénoyautées, Olives vertes dénoyautées",624.0,2.3,0.0,3.5,1.2,0.0,71.5,18,D,86,A,https://world.openfoodfacts.org/product/3017233001008,61.111,D
Dattes Deglet Nour,"Lidl, Alesto","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,Dates,Deglet Noor dates",1200.0,0.1,64.7,0.1,1.8,7.3,100.0,9,C,62,B,https://world.openfoodfacts.org/product/4056489362043,66.111,C
Tropical Fruits Granola,Tesco,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Fruits based foods, Breakfast cereals, Fruits, Cereals with fruits, Mueslis, Tropical fruits, Mueslis with fruits",1787.0,3.0,17.1,0.03,9.7,6.9,24.55,8,C,52,C,https://world.openfoodfacts.org/product/5051399536071,66.667,C
Pommes Myrtille SSA,Charles & Alice,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Fruits, Pommes, Compotes, Compotes de pomme, Compotes pommes myrtille",230.0,0.1,11.0,0.01,0.5,1.0,98.8,-2,A,88,A,https://world.openfoodfacts.org/product/3297760097990,83.333,A
TK - Beerenmischung,Freshona,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Congelados,Frutas y sus productos,Alimentos de origen vegetal congelados,Frutas,Frutas del bosque,Frutas congeladas,Mezclas de frutas congeladas,Frutas del bosque congeladas,Mezclas de frutas del bosque congeladas",255.0,0.1,6.7,0.01,0.9,1.3,100.0,-4,A,59,C,https://world.openfoodfacts.org/product/4056489655664,75.556,B
Avocados,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Tropical fruits, Avocados",795.0,4.1,0.5,0.05,1.9,3.4,100.0,0,A,67,B,https://world.openfoodfacts.org/product/20229030,76.111,B
Marmelade - Fruchtaufstrich Erdbeere,Maribel,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Brotaufstriche, Fruchtbasierte Lebensmittel, Pflanzliche Brotaufstriche, Süße Brotaufstriche, Konfitüren und Marmeladen, Früchte, Konfitüren, Beeren, Marmeladen aus roten Früchten, Zitronenmarmeladen, Marmeladen, Erdbeeren, Erdbeere Konfitüren",758.0,0.1,42.0,0.03,0.6,0.0,79.16666667,12,D,73,B,https://world.openfoodfacts.org/product/20270261,62.778,C
Bananes,"Banane de Guadeloupe & Martinique, Fruidor","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Bananes",397.0,0.1,15.0,0.0,1.2,3.0,100.0,0,A,84,A,https://world.openfoodfacts.org/product/3347761000663,81.111,A
2 Avocats mûrs à point,"Marque Repère,Notre Jardin","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Fruits,Fruits tropicaux,Avocats",843.0,4.51,0.4,0.015,1.56,3.6,100.0,0,A,66,B,https://world.openfoodfacts.org/product/3564700448687,76.111,B
Pomme vanille,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Fruits, Pommes, Compotes, Compotes de pomme, Compotes pommes vanille",218.0,0.1,11.0,0.04,0.3,1.7,99.3,-2,A,89,A,https://world.openfoodfacts.org/product/3245414620148,83.333,A
Tesco Green Seedless Grapes (Crisp & Juicy),Tesco,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Grapes, Green grapes, en:green-seedless-grapes",307.0,0.01,15.5,0.03,0.75,1.0,100.0,-1,A,86,A,https://world.openfoodfacts.org/product/10066096,82.222,A
Dattes Deglet Nour de Tunisie,"Color Foods, La Favorite","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Dattes, Dattes Deglet Nour",1213.0,0.2,57.0,0.04,2.0,8.0,75.0,11,D,53,C,https://world.openfoodfacts.org/product/3068233500404,58.889,D
Cerise Noire,Lucien Georgelin,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Fruits, Confitures, Cerises, Confitures de cerises",761.0,0.09,43.0,0.08,0.7,0.0,69.0,12,D,31,D,https://world.openfoodfacts.org/product/3330720251404,52.778,E
Dattes,LA FAVORITE,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Fruits,Aliments à base de plantes séchées,Fruits secs,Dattes,Dattes Deglet Nour",1288.0,0.0,68.0,0.01,2.2,7.3,0.0,14,D,62,B,https://world.openfoodfacts.org/product/3433791013602,60.556,D
Datteln entsteint / Dates pitted,Seeberger,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Dried products, Fruits based foods, Dried plant-based foods, Fruits, Dried fruits, Dates, Pitted dates, en:deglet-noor-dates",1225.0,0.1,65.0,0.09,1.9,0.0,0.0,18,D,54,C,https://world.openfoodfacts.org/product/4008258252017,51.111,E
Dattes séchées dénoyautées,Jama Fruits,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Fruits,Aliments à base de plantes séchées,Fruits secs,Dattes,Dattes Deglet Nour,fromages",1238.0,0.1,48.0,0.01,2.5,0.0,99.0,10,C,49,C,https://world.openfoodfacts.org/product/8718734820598,60.0,D
Medjool Dates,Sainsbury's,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Dates, Medjool dates",901.0,0.3,46.4,0.02,2.0,6.3,100.0,7,C,51,C,https://world.openfoodfacts.org/product/01587173,63.333,C
Purée de Pomme Poire Williams SSA,Andros,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Fruits, Compotes, Compotes de pomme, Compotes pommes poires",222.0,0.0,11.0,0.0,0.4,2.1,100.0,-2,A,89,A,https://world.openfoodfacts.org/product/3608580787235,83.333,A
Abricots secs dénoyautés,Jama Fruits,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Abricots, Abricots secs",1105.0,0.0,28.8,1.5,2.3,0.0,2.9296875,18,D,44,D,https://world.openfoodfacts.org/product/8718734820413,46.111,E
Ananas Scheiben,"Freshona, Lidl","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Konserven, Konserven-Produkte auf pflanzlicher Basis, Fruchtbasierte Lebensmittel, Früchte, Dosenfrüchte, Tropische Früchte, Ananas, Dosenfrüchte im Saft, Dosenananas, Ananas im Saft",238.0,0.0,13.0,0.01,0.5,0.0,100.0,-2,A,85,A,https://world.openfoodfacts.org/product/20829520,83.333,A
Aprikosen,Seeberger,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Getrocknete Produkte, Fruchtbasierte Lebensmittel, Getrocknete Produkte auf pflanzlicher Basis, Früchte, Dörrobst, Aprikosen, Getrocknete Aprikosen",1169.0,0.1,49.0,0.03,4.8,0.0,75.0,15,D,44,D,https://world.openfoodfacts.org/product/4008258359013,50.556,E
Dattes denoyautées moelleuses,"Alesto, Lidl","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Dattes, Dattes Deglet Nour, Dattes dénoyautées",1172.0,0.1,60.0,0.0,2.0,8.2,66.66666667,11,D,49,C,https://world.openfoodfacts.org/product/4056489194477,58.889,D
Dattes Deglet Nour Branchées,Les Jardins de Laylah,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Dattes, Dattes Deglet Nour",1272.0,0.1,63.0,0.01,2.2,7.5,100.0,8,C,52,C,https://world.openfoodfacts.org/product/26087276,62.222,C
Abricots moelleux,"Intermarché, Paquito","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Abricots, Abricots secs, Aliments-a-base-de-plantes-seches",844.0,0.1,29.0,0.03,2.1,6.2,66.66666667,5,C,57,C,https://world.openfoodfacts.org/product/3250391435401,65.556,C
Marmelade Feige,Zuegg,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Frühstücke, Brotaufstriche, Fruchtbasierte Lebensmittel, Pflanzliche Brotaufstriche, Süße Brotaufstriche, Konfitüren und Marmeladen, Früchte, Konfitüren, Feigen, Feigenkonfitüren",1008.0,0.0,56.0,0.03,0.5,1.9,71.875,16,D,81,A,https://world.openfoodfacts.org/product/80298403,63.333,C
Brioche tranchée,Les Pâtissades,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Snacks,Snacks sucrés,Fruits et produits dérivés,Fruits,en:Sweet pastries and pies,Viennoiseries,Brioches,Brioches pur beurre,Brioches tranchées,Brioches tranchées pur beurre",1486.0,8.4,12.0,1.1,7.1,2.4,0.0,20,E,50,C,https://world.openfoodfacts.org/product/26073521,51.111,E
Blanc de Poulet,Fleury Michon,"Meats and their products,Meats,Chicken and its products,Poultries,Chickens,Charcuterie-de-volaille,Viande",418.0,0.4,0.5,1.475,21.0,0.0,2.0625,1,B,22,E,https://world.openfoodfacts.org/product/3302740059193,60.0,D
HERTA Blanc Poulet Nature conservation sans nitrite x4 -140g,Herta,"Meats and their products, Meats, Prepared meats, fr:Charcuteries cuites, Poultry hams, en:chickens, Préparations de viande, Préparations au poulet, Blancs de poulet en tranches",446.3,0.7,0.0,1.5,21.0,0.0,0.039477539,1,B,19,E,https://world.openfoodfacts.org/product/3154230800965,60.0,D
Rôti de Poulet - 100% filet,Fleury Michon,"Viandes et dérivés, Viandes, Charcuteries, Poulet et dérivés, Volailles, Poulets, Charcuteries cuites, Blancs de volaille en tranches, Filets de poulet, Blancs de poulet en tranches",460.0,0.7,0.5,2.25,22.0,0.0,0.205078125,12,D,19,E,https://world.openfoodfacts.org/product/3302740039362,55.556,D
Aiguillettes de Poulet Rôti,Fleury Michon,"Viandes et dérivés, Viandes, Poulet et dérivés, Volailles, Poulets, Aiguillettes de poulet",498.0,0.2,2.0,1.5,24.0,0.0,2.734375,1,B,22,E,https://world.openfoodfacts.org/product/3302740021244,60.0,D
Lightly Salted Corn Cakes,Rivercote,"Meats and their products, Meats, Chicken and its products, Meat preparations, Poultries, Breaded products, Chickens, Cooked poultries, Chicken preparations, Cooked chicken, Poultry nuggets, Breaded chicken, Chicken nuggets",1607.0,0.2,0.5,0.31,7.0,1.7,0.0,3,C,36,D,https://world.openfoodfacts.org/product/20226909,62.778,C
Panés de poulet x2,Le gaulois,"Viandes et dérivés, Préparations de viande, Viandes, Poulet et dérivés, Volailles, Préparations au poulet, Produits panés, Poulets, Volailles cuites, Poulets panés, Poulets cuisinés",916.0,2.2,1.7,1.2,12.0,2.0,0.0,5,C,35,D,https://world.openfoodfacts.org/product/3266980138721,60.556,D
